x,y,T,u,v,p
1.9,0.1,300,0.301403,0.00994212,0.41831
1.9,0.1,300,0.301403,0.00994212,0.41831
1.95,0.1,300,0.292094,0.00977899,0.419973
1.95,0.1,300,0.292094,0.00977899,0.419973
2,0.1,300,0.282919,0.00963004,0.421728
2,0.1,300,0.282919,0.00963004,0.421728
2.05,0.1,300,0.273865,0.00949352,0.423571
2.05,0.1,300,0.273865,0.00949352,0.423571
2.1,0.1,300,0.26492,0.00936774,0.425499
2.1,0.1,300,0.26492,0.00936774,0.425499
2.15,0.1,300,0.256075,0.00925113,0.427509
2.15,0.1,300,0.256075,0.00925113,0.427509
2.2,0.1,300,0.247321,0.0091423,0.429597
2.2,0.1,300,0.247321,0.0091423,0.429597
2.25,0.1,300,0.23865,0.00903987,0.431759
2.25,0.1,300,0.23865,0.00903987,0.431759
2.3,0.1,300,0.230058,0.00894252,0.433991
2.3,0.1,300,0.230058,0.00894252,0.433991
2.35,0.1,300,0.221538,0.00884906,0.43629
2.35,0.1,300,0.221538,0.00884906,0.43629
2.4,0.1,300,0.213088,0.0087583,0.438651
2.4,0.1,300,0.213088,0.0087583,0.438651
2.45,0.1,300,0.204705,0.0086691,0.44107
2.45,0.1,300,0.204705,0.0086691,0.44107
2.5,0.1,300,0.196386,0.00858036,0.443543
2.5,0.1,300,0.196386,0.00858036,0.443543
2.55,0.1,300,0.188131,0.00849107,0.446065
2.55,0.1,300,0.188131,0.00849107,0.446065
2.6,0.1,300,0.17994,0.00840022,0.448632
2.6,0.1,300,0.17994,0.00840022,0.448632
2.65,0.1,300,0.171815,0.00830686,0.451238
2.65,0.1,300,0.171815,0.00830686,0.451238
2.7,0.1,300,0.163758,0.00821006,0.453878
2.7,0.1,300,0.163758,0.00821006,0.453878
2.75,0.1,300,0.15577,0.00810896,0.456548
2.75,0.1,300,0.15577,0.00810896,0.456548
2.8,0.1,300,0.147858,0.00800276,0.459241
2.8,0.1,300,0.147858,0.00800276,0.459241
2.85,0.1,300,0.140024,0.00789066,0.461953
2.85,0.1,300,0.140024,0.00789066,0.461953
2.9,0.1,300,0.132276,0.00777192,0.464676
2.9,0.1,300,0.132276,0.00777192,0.464676
2.95,0.1,300,0.124619,0.00764589,0.467407
2.95,0.1,300,0.124619,0.00764589,0.467407
3,0.1,300,0.117059,0.00751196,0.470138
